RfamID	CMname	Description	NumHairpins	Categories
RF01349	CRISPR-DR40	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01350	CRISPR-DR41	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01351	CRISPR-DR42	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01352	CRISPR-DR43	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01353	CRISPR-DR44	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01354	CRISPR-DR45	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01355	CRISPR-DR26	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01356	CRISPR-DR28	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01357	CRISPR-DR31	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01358	CRISPR-DR39	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01359	CRISPR-DR46	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01360	CRISPR-DR47	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01361	CRISPR-DR48	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01362	CRISPR-DR49	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01363	CRISPR-DR50	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01364	CRISPR-DR51	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01365	CRISPR-DR52	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01366	CRISPR-DR53	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01367	CRISPR-DR54	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01368	CRISPR-DR55	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01369	CRISPR-DR56	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01370	CRISPR-DR57	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01371	CRISPR-DR58	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01372	CRISPR-DR59	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01373	CRISPR-DR60	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01374	CRISPR-DR61	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01375	CRISPR-DR62	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01376	CRISPR-DR63	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01377	CRISPR-DR64	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01378	CRISPR-DR65	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01379	CRISPR-DR66	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01380	HIV-1_SD	Human_immunodeficiency_virus_type_1_major_splice_donor	1	Cis-reg;
RF01381	HIV-1_SL3	HIV-1_stem-loop_3_Psi_packaging_signal	1	Cis-reg;
RF01382	HIV-1_SL4	HIV-1_stem-loop_4_packaging_signal	1	Cis-reg;
RF01383	GRIK4_3p_UTR	GRIK4_3_prime_UTR_element	1	Gene;
RF01384	InvR	Invasion_gene-associated_RNA	2	Gene;
RF01385	isrA	isrA_Hfq_binding_RNA	2	Gene;sRNA;
RF01386	isrB	isrB_Hfq_binding_RNA	3	Gene;sRNA;
RF01387	isrC	isrC_Hfq_binding_RNA	3	Gene;sRNA;
RF01388	isrD	isrD_Hfq_binding_RNA	2	Gene;sRNA;
RF01389	isrF	isrF_Hfq_binding_RNA	4	Gene;sRNA;
RF01390	isrG	isrG_Hfq_binding_RNA	5	Gene;sRNA;
RF01391	isrH	isrH_Hfq_binding_RNA	7	Gene;sRNA;
RF01392	isrI	isrI_Hfq_binding_RNA	2	Gene;sRNA;
RF01393	isrJ	isrJ_Hfq_binding_RNA	2	Gene;sRNA;
RF01394	isrK	isrK_Hfq_binding_RNA	3	Gene;sRNA;
RF01395	isrL	isrL_Hfq_binding_RNA	8	Gene;sRNA;
RF01396	isrN	isrN_Hfq_binding_RNA	3	Gene;sRNA;
RF01397	isrO	isrO_Hfq_binding_RNA	3	Gene;sRNA;
RF01398	isrP	isrP_Hfq_binding_RNA	3	Gene;sRNA;
RF01399	isrQ	isrQ_Hfq_binding_RNA	4	Gene;sRNA;
RF01400	istR	istR_Hfq_binding_RNA	3	Gene;sRNA;
RF01401	rseX	rseX_Hfq_binding_RNA	2	Gene;sRNA;
RF01402	STnc150	STnc150_Hfq_binding_RNA	3	Gene;sRNA;
RF01403	STnc290	STnc290_Hfq_binding_RNA	2	Gene;sRNA;
RF01404	STnc440	STnc440_Hfq_binding_RNA	2	Gene;sRNA;
RF01405	STnc490k	STnc490k_Hfq_binding_RNA	3	Gene;sRNA;
RF01406	STnc500	STnc500_Hfq_binding_RNA	5	Gene;sRNA;
RF01407	STnc560	STnc560_Hfq_binding_RNA	4	Gene;sRNA;
RF01408	sraL	sraL_Hfq_binding_RNA	5	Gene;sRNA;
RF01409	STnc250	STnc250_Hfq_binding_RNA	4	Gene;sRNA;
RF01410	BsrC	BsrC	1	Gene;sRNA;
RF01411	BsrF	BsrF	3	Gene;sRNA;
RF01412	BsrG	BsrG	6	Gene;sRNA;
RF01413	miR-430	microRNA_miR-430	1	Gene;miRNA;
RF01414	class_I_RNA	Class_I_RNA	1	Gene;
RF01415	Flavivirus_SLIV	Flavivirus_3'UTR_stem_loop_IV	3	Cis-reg;
RF01416	NrrF	NrrF_RNA	2	Gene;antisense;
RF01417	RSV_RNA	Retroviral_3'UTR_stability_element	4	Cis-reg;
RF01418	HIV_POL-1_SL	HIV_pol-1_stem_loop	2	Cis-reg;
RF01419	lsrR	Antisense_RNA_which_regulates_isiA_expression	1	Gene;antisense;
RF01420	snoR113	Small_nucleolar_RNA_snoR113	1	Gene;snRNA;snoRNA;CD-box;
RF01421	snoR114	small_nucleolar_RNA_snoR114	1	Gene;snRNA;snoRNA;CD-box;
RF01422	snoR116	small_nucleolar_RNA_snoR116	1	Gene;snRNA;snoRNA;CD-box;
RF01423	snoR117	small_nucleolar_RNA_snoR117	1	Gene;snRNA;snoRNA;CD-box;
RF01424	snoR118	small_nucleolar_RNA_snoR118	1	Gene;snRNA;snoRNA;CD-box;
RF01425	snoR121	small_nucleolar_RNA_snoR121	1	Gene;snRNA;snoRNA;CD-box;
RF01426	snoR126	small_nucleolar_RNA_snoR126	1	Gene;snRNA;snoRNA;CD-box;
RF01427	snoR127	small_nucleolar_RNA_snoR127	1	Gene;snRNA;snoRNA;CD-box;
RF01428	snoR128	small_nucleolar_RNA_snoR128	1	Gene;snRNA;snoRNA;CD-box;
RF01429	snoR130	small_nucleolar_RNA_snoR130	1	Gene;snRNA;snoRNA;CD-box;
RF01430	snoR134	small_nucleolar_RNA_snoR134	2	Gene;snRNA;snoRNA;HACA-box;
RF01431	snoR135	small_nucleolar_RNA_snoR135	2	Gene;snRNA;snoRNA;HACA-box;
RF01432	snoR143	small_nucleolar_RNA_snoR143	2	Gene;snRNA;snoRNA;HACA-box;
RF01433	snoR137	small_nucleolar_RNA_snoR137	2	Gene;snRNA;snoRNA;HACA-box;
RF01434	S_pombe_snR3	small_nucleolar_RNA_snR3	2	Gene;snRNA;snoRNA;HACA-box;
RF01435	S_pombe_snR5	small_nucleolar_RNA_snR5	2	Gene;snRNA;snoRNA;HACA-box;
RF01436	S_pombe_snR33	small_nucleolar_RNA_snR33	2	Gene;snRNA;snoRNA;HACA-box;
RF01437	S_pombe_snR10	small_nucleolar_RNA_snR10	2	Gene;snRNA;snoRNA;HACA-box;
RF01438	S_pombe_snR35	small_nucleolar_RNA_snR35	2	Gene;snRNA;snoRNA;HACA-box;
RF01439	S_pombe_snR36	small_nucleolar_RNA_snR36	3	Gene;snRNA;snoRNA;HACA-box;
RF01440	S_pombe_snR42	small_nucleolar_RNA_snR42	2	Gene;snRNA;snoRNA;HACA-box;
RF01441	S_pombe_snR46	small_nulceolar_RNA_snR46	2	Gene;snRNA;snoRNA;HACA-box;
RF01442	S_pombe_snR90	small_nucleolar_RNA_snR90	2	Gene;snRNA;snoRNA;HACA-box;
RF01443	S_pombe_snR91	small_nucleolar_RNA_snR91	2	Gene;snRNA;snoRNA;HACA-box;
RF01444	S_pombe_snR92	small_nucleolar_RNA_snR92	2	Gene;snRNA;snoRNA;HACA-box;
RF01445	S_pombe_snR94	small_nucleolar_RNA_snR94	2	Gene;snRNA;snoRNA;HACA-box;
RF01446	S_pombe_snR95	small_nucleolar_RNA_snR95	2	Gene;snRNA;snoRNA;HACA-box;
RF01447	S_pombe_snR98	small_nucleolar_RNA_snR98	3	Gene;snRNA;snoRNA;HACA-box;
RF01448	S_pombe_snR93	small_nucleolar_RNA_snR93	2	Gene;snRNA;snoRNA;HACA-box;
RF01449	S_pombe_snR100	small_nucleolar_RNA_snR100	3	Gene;snRNA;snoRNA;HACA-box;
RF01450	S_pombe_snR96	small_nucleolar_RNA_snR96	2	Gene;snRNA;snoRNA;HACA-box;
RF01451	S_pombe_snR97	small_nucleolar_RNA_snR97	2	Gene;snRNA;snoRNA;HACA-box;
RF01452	S_pombe_snR99	small_nucleolar_RNA_snR99	3	Gene;snRNA;snoRNA;HACA-box;
RF01453	RCNMV_TE_DR1	3'TE-DR1_translation_enhancer_element	5	Cis-reg;
RF01454	RCNMV_5UTR	5'UTR_enhancer_element	4	Cis-reg;
RF01455	DPB	Stem_loopII_regulatory_element_in_POLB	1	Cis-reg;
RF01456	VrrA	Vibrio_regulatory_RNA_of_OmpA	2	Gene;antisense;
RF01457	rli22	Listeria_sRNA_rli22	2	Gene;sRNA;
RF01458	rli23	Listeria_snRNA_rli23	3	Gene;antisense;
RF01459	rliE	Listeria_sRNA_rliE	3	Gene;sRNA;
RF01460	rliH	Listeria_sRNA_rliH	7	Gene;sRNA;
RF01461	rli24	Listeria_sRNA_rli22	3	Gene;sRNA;
RF01462	rli26	Listeria_sRNA_rli26	5	Gene;sRNA;
RF01463	rli27	Listeria_sRNA_rli27	2	Gene;sRNA;
RF01464	rliA	Listeria_sRNA_rliA	5	Gene;sRNA;
RF01465	rli31	rli31	1	Gene;sRNA;
RF01466	rli34	Listeria_sRNA_rli34	2	Gene;sRNA;
RF01467	rli36	Listeria_sRNA_rli36	2	Gene;sRNA;
RF01468	rli32	Listeria_sRNA_rli32	4	Gene;sRNA;
RF01469	rli33	Listeria_sRNA_rli33	8	Gene;sRNA;
RF01470	rli38	Listeria_sRNA_rli38	3	Gene;sRNA;
RF01471	rliB	Listeria_sRNA_rliB	3	Gene;sRNA;
RF01472	rli40	Listeria_sRNA_rli40	4	Gene;sRNA;
RF01473	rli41	Listeria_sRNA_rli41	7	Gene;sRNA;
RF01474	rli42	Listeia_sRNA_rli42	5	Gene;sRNA;
RF01475	rli45	Listeria_snRNA_rli45	2	Gene;antisense;
RF01476	rliF	Listeria_sRNA_rliF	6	Gene;sRNA;
RF01477	rli43	Listeria_sRNA_rli43	5	Gene;sRNA;
RF01478	rli47	Listeria_sRNA_rli47	6	Gene;sRNA;
RF01479	rli48	Listeria_sRNA_rli48	2	Gene;sRNA;
RF01480	rli52	Listeria_sRNA_rli52	3	Cis-reg;
RF01481	rli53	Listeria_sRNA_rli53	2	Cis-reg;
RF01482	AdoCbl_riboswitch	AdoCbl_riboswitch	4	Cis-reg;riboswitch;
RF01483	rli56	Listeria_sRNA_rli56	3	Cis-reg;
RF01484	rli59	Listeria_sRNA_rli59	3	Gene;sRNA;
RF01485	rli61	Listeria_sRNA_rli61	2	Cis-reg;
RF01486	rli62	Listeria_sRNA_rli62	5	Cis-reg;
RF01487	rliI	Listeria_sRNA_rliI	4	Gene;sRNA;
RF01488	rli49	Listeria_sRNA_rli49	3	Gene;sRNA;
RF01489	sbrA	Listeria_sRNA_sbrA	2	Gene;sRNA;
RF01490	rli51	Listeria_snRNA_rli51	2	Cis-reg;
RF01491	rli54	Listeria_sRNA_rli54	9	Cis-reg;
RF01492	rli28	Listeria_sRNA_rli28	3	Gene;sRNA;
RF01493	rli37	Listeria_sRNA_rli37	3	Gene;sRNA;
RF01494	rliD	Listeria_sRNA_rliD	6	Gene;sRNA;
RF01495	ACAT	Human_acetyl-coA_cholesterol_acyltransferase_mRNA	3	Cis-reg;
RF01496	Afu_182	A._fumigatus_sRNA_Afu_182	2	Gene;sRNA;
RF01497	ALIL	ALIL_pseudoknot	2	Cis-reg;
RF01498	Afu_190	A._fumigatus_snoRNA_Afu_190	1	Gene;snRNA;snoRNA;CD-box;
RF01499	Afu_191	A._fumigatus_snoRNA_Afu_191	1	Gene;snRNA;snoRNA;CD-box;
RF01500	Afu_198	A._fumigatus_snoRNA_Afu_198	1	Gene;snRNA;snoRNA;CD-box;
RF01501	Afu_199	A._fimigatus_snoRNA_Afu_199	1	Gene;snRNA;snoRNA;CD-box;
RF01502	Fungi_SRP	Fungal_signal_recognition_particle_RNA	12	Gene;
RF01503	Afu_203	A._fumigatus_sRNA_Afu_203	2	Gene;sRNA;
RF01504	Afu_254	A._fumigatus_sRNA_Afu_254	2	Gene;sRNA;
RF01505	Afu_264	A._fumigatus_snoRNA_Afu_264	1	Gene;snRNA;snoRNA;CD-box;
RF01506	Afu_294	A._fumigatus_snoRNA_Afu_294	1	Gene;snRNA;snoRNA;CD-box;
RF01507	Afu_298	A._fimigatus_snoRNA_Afu_298	1	Gene;snRNA;snoRNA;CD-box;
RF01508	BYDV_5_UTR	Barley_yellow_dwarf_virus_5'UTR	4	Cis-reg;
RF01509	Afu_300	A._fumigatus_snoRNA_Afu_300	1	Gene;snRNA;snoRNA;CD-box;
RF01510	MFR	M._florum_riboswitch	2	Cis-reg;riboswitch;
RF01511	Afu_304	A._fumigatus_snoRNA_Afu_304	1	Gene;snRNA;snoRNA;CD-box;
RF01512	Afu_309	A._fumigatus_sRNA_Afu_309	4	Gene;sRNA;
RF01513	Afu_335	A._fumigatus_snoRNA_Afu_335	1	Gene;snRNA;snoRNA;CD-box;
RF01514	Afu_513	A._fumigatus_snoRNA_Afu_513	1	Gene;snRNA;snoRNA;CD-box;
RF01515	Afu_514	A._fumigatus_snoRNA_Afu_514	1	Gene;snRNA;snoRNA;CD-box;
RF01516	v-snoRNA-1	Human_herpesvirus_1_small_nucleolar_RNA	1	Gene;snRNA;snoRNA;CD-box;
RF01517	iscRS	iscR_stability_element	3	Cis-reg;
RF01518	pRNA	NoRC_assoicated_RNA,_pRNA	1	Gene;
RF01519	CC0196	Cauldobacter_sRNA_CC0196	1	Gene;sRNA;
RF01520	CC0734	caulobacter_sRNA_CC0734	2	Gene;sRNA;
RF01521	CC1840	caulobacter_sRNA_CC1840	2	Gene;sRNA;
RF01522	TB10Cs1H1	Trypanosomatid_snoRNA_TB10Cs1H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01523	TB10Cs1H2	Trypanosomatid_snoRNA_TB10Cs1H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01524	TB10Cs1H3	Trypanosomatid_snoRNA_TB10cs1H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01525	TB10Cs2H1	Trypanosomatid_snoRNA_TB10Cs2H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01526	ceN106	C._elegans_snoRNA_ceN106	1	Gene;snRNA;snoRNA;CD-box;
RF01527	CC3510	caulobacter_sRNA_CC3510	4	Gene;sRNA;
RF01528	CC3513	caulobacter_sRNA_CC3513	3	Gene;sRNA;
RF01529	CC3552	Cauldobacter_sRNA_CC3552	3	Gene;sRNA;
RF01530	CC3664	caulobacter_sRNA_CC3664	3	Gene;sRNA;
RF01531	TB10Cs3H1	Trypanosomatid_snoRNA_TB10Cs3H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01532	TB10Cs3H2	Trypanosomatid_snoRNA_TB10Cs3H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01533	TB10Cs4H3	Trypanosomatid_snoRNA_TB10Cs4H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01534	TB10Cs4H4	Trypanosomatid_snoRNA_TB10Cs4H4	1	Gene;snRNA;snoRNA;HACA-box;
RF01535	TB10Cs5H2	Trypanosomatid_snoRNA_TB10Cs5H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01536	TB10Cs5H3	Trypanosomatid_snoRNA_TB10Cs5H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01537	TB11Cs2H1	Trypanosomatid_snoRNA_TB11Cs2H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01538	TB11Cs3H1	Trypanosomatid_snoRNA_TB11Cs3H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01539	TB11Cs4H1	Trypanosomatid_snoRNA_TB11Cs4H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01540	TB11Cs4H2	Trypanosomatid_snoRNA_TB11Cs4H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01541	TB11Cs4H3	Trypanosomatid_snoRNA_TB11Cs4H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01542	TB11Cs5H1	Trypanosomatid_snoRNA_TB11Cs5H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01543	TB11Cs5H2	Trypanosomatid_snoRNA_TB11Cs5H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01544	TB11Cs5H3	Trypanosomatid_snoRNA_TB11Cs5H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01545	TB3Cs2H1	Trypanosomatid_snoRNA_TB3Cs2H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01546	TB6Cs1H1	Trypanosomatid_snoRNA_TB6Cs1H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01547	TB6Cs1H3	Trypanosomatid_snoRNA_TB6Cs1H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01548	TB6Cs1H4	Trypanosomatid_snoRNA_TB6Cs1H4	1	Gene;snRNA;snoRNA;HACA-box;
RF01549	TB8Cs2H1	Trypanosomatid_snoRNA_TB8Cs2H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01550	TB8Cs3H1	Trypanosomatid_snoRNA_TB8Cs3H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01551	TB8Cs4H2	Trypanosomatid_snoRNA_TB8Cs4H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01552	TB9Cs1H2	Trypanosomatid_snoRNA_TB9Cs1H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01553	TB9Cs1H3	Trypanosomatid_snoRNA_TB9Cs1H3	1	Gene;snRNA;snoRNA;HACA-box;
RF01554	TB9Cs2H1	Trypanosomatid_snoRNA_TB9Cs2H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01555	TB9Cs3H1	Trypanosomatid_snoRNA_TB9Cs3H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01556	TB9Cs3H2	Trypanosomatid_snoRNA_TB9Cs3H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01557	TB9Cs4H1	Trypanosomatid_snoRNA_TB9Cs4H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01558	TB9Cs4H2	Trypanosomatid_snoRNA_TB9Cs4H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01559	DdR1	D._discoideum_snoRNA_DdR1	1	Gene;snRNA;snoRNA;CD-box;
RF01560	DdR10	D._discoideum_snoRNA_DdR10	1	Gene;snRNA;snoRNA;CD-box;
RF01561	DdR11	D._discoideum_snoRNA_DdR11	1	Gene;snRNA;snoRNA;CD-box;
RF01562	DdR12	D._discoideum_snoRNA_DdR12	1	Gene;snRNA;snoRNA;CD-box;
RF01563	DdR13	D._discoideum_snoRNA_DdR13	1	Gene;snRNA;snoRNA;CD-box;
RF01564	DdR14	D._discoideum_snoRNA_DdR14	1	Gene;snRNA;snoRNA;CD-box;
RF01565	DdR15	D._discoideum_snoRNA_DdR15	1	Gene;snRNA;snoRNA;CD-box;
RF01566	DdR16	D._discoideum_snoRNA_DdR16	1	Gene;snRNA;snoRNA;CD-box;
RF01567	DdR17	D._discoideum_snoRNA_DdR17	1	Gene;snRNA;snoRNA;CD-box;
RF01568	DdR18	D._discoideum_snoRNA_DdR18	2	Gene;snRNA;snoRNA;HACA-box;
RF01569	DdR2	D._discoideum_snoRNA_DdR2	1	Gene;snRNA;snoRNA;CD-box;
RF01570	DdR20	D._discoideum_snRNA_DdR20	4	Gene;snRNA;
RF01571	DdR35	D._discoideum_sRNA_DdR35	2	Gene;sRNA;
RF01572	DdR4	D._discoideum_snoRNA_DdR4	1	Gene;snRNA;snoRNA;CD-box;
RF01573	DdR5	D._discoideum_snoRNA_DdR5	1	Gene;snRNA;snoRNA;CD-box;
RF01574	DdR6	D._discoideum_snoRNA_DdR6	1	Gene;snRNA;snoRNA;CD-box;
RF01575	DdR7	D._discoideum_snoRNA_Dd7	1	Gene;snRNA;snoRNA;CD-box;
RF01576	DdR8	D._discoideum_snoRNA_DdR8	1	Gene;snRNA;snoRNA;CD-box;
RF01577	RNase_P	Plasmodium_RNase_P	5	Gene;ribozyme;
RF01578	RUF1	Plasmodium_RNA_of_unkown_function_RUF1	5	Gene;sRNA;
RF01579	RUF2	Plasmodium_RNA_of_unknown_function_RUF2	2	Gene;sRNA;
RF01580	RUF3	Plasmodium_RNA_of_unkown_function_RU6-F3	3	Gene;sRNA;
RF01581	RUF6-5	Plasmodium_RNA_of_unkown_function_RUF6-5	2	Gene;sRNA;
RF01582	RUF4	RNA_of_unknown_function_RUF4	6	Gene;sRNA;
RF01583	snoR01	small_nucleolar_RNA_snoR01	1	Gene;snRNA;snoRNA;CD-box;
RF01584	snoR03	small_nucleolar_RNA_snoR03	3	Gene;snRNA;snoRNA;HACA-box;
RF01585	snoR07	small_nucleolar_RNA_snoR07	1	Gene;snRNA;snoRNA;CD-box;
RF01586	snoR09	small_nucleolar_RNA_snoR09	1	Gene;snRNA;snoRNA;CD-box;
RF01587	snoR10	small_nucleolar_RNA_snoR10	1	Gene;snRNA;snoRNA;CD-box;
RF01588	snoR13	small_nucleolar_RNA_snoR13	1	Gene;snRNA;snoRNA;CD-box;
RF01589	plasmodium_snoR11	small_nucleolar_RNA_snoR11	3	Gene;snRNA;snoRNA;HACA-box;
RF01590	plasmodium_snoR14	small_nucleolar_RNA_snoR14	1	Gene;snRNA;snoRNA;CD-box;
RF01591	snoR15	small_nucleolar_RNA_snoR15	1	Gene;snRNA;snoRNA;CD-box;
RF01592	plasmodium_snoR17	small_nucleolar_RNA_snoR17	1	Gene;snRNA;snoRNA;CD-box;
RF01593	plasmodium_snoR16	small_nucleolar_RNA_snoR16	1	Gene;snRNA;snoRNA;CD-box;
RF01594	snoR18	small_nucleolar_RNA_snoR18	1	Gene;snRNA;snoRNA;CD-box;
RF01595	snoR19	small_nucleolar_RNA_snoR19	1	Gene;snRNA;snoRNA;CD-box;
RF01596	plasmodium_snoR20	small_nucleolar_RNA_snoR20	1	Gene;snRNA;snoRNA;CD-box;
RF01597	snoR22	small_nucleolar_RNA_snoR22	1	Gene;snRNA;snoRNA;CD-box;
RF01598	snoR23	small_nucleolar_RNA_snoR23	1	Gene;snRNA;snoRNA;CD-box;
RF01599	plasmodium_snoR24	small_nucleolar_RNA_snoR24	1	Gene;snRNA;snoRNA;CD-box;
RF01600	snoR25	small_nucleolar_RNA_snoR25	1	Gene;snRNA;snoRNA;CD-box;
RF01601	plasmodium_snoR26	small_nucleolar_RNA_snoR26	1	Gene;snRNA;snoRNA;CD-box;
RF01602	plasmodium_snoR27	small_nucleolar_RNA_snoR27	2	Gene;snRNA;snoRNA;HACA-box;
RF01603	snoR29	small_nucleolar_RNA_snoR29	1	Gene;snRNA;snoRNA;CD-box;
RF01604	plasmodium_snoR28	small_nucleolar_RNA_snoR28	1	Gene;snRNA;snoRNA;CD-box;
RF01605	plasmodium_snoR30	small_nucleolar_RNA_snoR30	1	Gene;snRNA;snoRNA;CD-box;
RF01606	plasmodium_snoR31	small_nucleolar_RNA_snoR31	2	Gene;snRNA;snoRNA;HACA-box;
RF01607	ceN100	C._elegans_snoRNA_ceN100	2	Gene;snRNA;snoRNA;HACA-box;
RF01608	ceN102	C._elegans_snoRNA_ceN80	2	Gene;snRNA;snoRNA;HACA-box;
RF01609	ceN103	C._elegans_snoRNA_ceN103	1	Gene;snRNA;snoRNA;CD-box;
RF01610	ceN104	C._elegans_snoRNA_ceN104	3	Gene;snRNA;snoRNA;HACA-box;
RF01611	ceN108	C._elegans_snoRNA_ceN108	1	Gene;snRNA;snoRNA;CD-box;
RF01612	ceN105	C._elegans_snoRNA_ceN105	2	Gene;snRNA;snoRNA;HACA-box;
RF01613	ceN109	C._elegans_snoRNA_ceN109	1	Gene;snRNA;snoRNA;CD-box;
RF01614	ceN110	C._elgans_snoRNA_ceN110	2	Gene;snRNA;snoRNA;HACA-box;
RF01615	ceN111	C._elegans_snoRNA_ceN111	1	Gene;snRNA;snoRNA;CD-box;
RF01617	ceN113	C._elegans_snoRNA_ceN113	1	Gene;snRNA;snoRNA;CD-box;
RF01618	ceN114	C._elegans_snoRNA_ceN114	1	Gene;snRNA;snoRNA;CD-box;
RF01619	ceN115	C._elegans_sRNA_ceN115	3	Gene;sRNA;
RF01620	ceN125	C._elegans_snoRNA_ceN125	3	Gene;snRNA;snoRNA;HACA-box;
RF01621	ceN126	C._elegans_snoRNA_ceN126	2	Gene;snRNA;snoRNA;HACA-box;
RF01622	ceN22	C._elegans_snoRNA_ceN22	1	Gene;snRNA;snoRNA;CD-box;
RF01623	ceN23-1	C._elegans_sRNA_ceN23-1	1	Gene;sRNA;
RF01624	ceN27	C._elegans_snoRNA_ceN27	1	Gene;snRNA;snoRNA;CD-box;
RF01625	ceN28	C._elegans_snoRNA_ceN28	1	Gene;snRNA;snoRNA;CD-box;
RF01626	ceN30	C._elegans_snoRNA_ceN30	1	Gene;snRNA;snoRNA;CD-box;
RF01627	ceN36-1	C._elegans_snoRNA_ceN36-1	2	Gene;snRNA;snoRNA;HACA-box;
RF01628	ceN38	C._elegans_snoRNA_ceN38	2	Gene;snRNA;snoRNA;HACA-box;
RF01629	ceN39	C._elegans_snoRNA_ceN39	2	Gene;snRNA;snoRNA;HACA-box;
RF01630	ceN40	C._elegans_snoRNA_ceN40	1	Gene;snRNA;snoRNA;CD-box;
RF01631	ceN41	C._elegans_snoRNA_ceN41	2	Gene;snRNA;snoRNA;HACA-box;
RF01632	ceN42	C._elegans_snoRNA_ceN42	2	Gene;snRNA;snoRNA;HACA-box;
RF01633	ceN43	C._elegans_snoRNA_ceN43	2	Gene;snRNA;snoRNA;HACA-box;
RF01634	ceN44	C._elegans_snoRNA_ceN44	1	Gene;snRNA;snoRNA;CD-box;
RF01635	ceN45	C._elegans_snoRNA_ceN45	2	Gene;snRNA;snoRNA;HACA-box;
RF01636	ceN46	C._elegans_snoRNA_ceN46	2	Gene;snRNA;snoRNA;HACA-box;
RF01637	ceN47	C._elegans_snoRNA_ceN47	1	Gene;snRNA;snoRNA;CD-box;
RF01638	ceN48	C._elegans_snoRNA_ceN48	2	Gene;snRNA;snoRNA;HACA-box;
RF01639	ceN49	C._elegans_snoRNA_ceN49	2	Gene;snRNA;snoRNA;HACA-box;
RF01640	ceN51	C._elegans_snoRNA_ceN51	2	Gene;snRNA;snoRNA;HACA-box;
RF01641	ceN53	C._elegans_snoRNA_ceN53	1	Gene;snRNA;snoRNA;CD-box;
RF01642	ceN54	C._elegans_snoRNA_ceN54	1	Gene;snRNA;snoRNA;CD-box;
RF01643	ceN56	C._elegans_sRNA_ceN56	2	Gene;sRNA;
